,Asin,Title,Sentiment_Score,Count
24,139475891X,Stylish Triple Time Zones Black Leather Military Pilot Aviator Sport Men Watch,pos,2
25,1340918064,NEW Embossed Sailing Vessel Voyage Retro Bronze Case Mens Pocket Watch Steampunk,pos,1
26,1465014578,2013 Desk Pad Calendar,pos,2
27,1593153767,&quot;I Love Yaoi&quot; Lucky Bag: Black,pos,1
28,1595067566,NFL New York Giants Super Bowl XLII Champions Dangle Earrings,pos,1
29,1608322181,Bambino Balls Short Sleeve Tennis Outfit,pos,1
30,1608322130,Bambino Balls Short Sleeve Soccer Outfit,neu,1
31,1608322130,Bambino Balls Short Sleeve Soccer Outfit,pos,5
32,1608322262,Bambino Balls Short Sleeve Football Outfit Brown and White,pos,3
33,183465193X,Colors Storm Volcanic Lava Men White Strip Blue Lady LED Date Day Digital Display Plastic Watch,neu,1
34,1848572972,Baby Kiss Book,neu,1
35,1864502517,Lonely Planet Thailand,neg,1
36,1864502517,Lonely Planet Thailand,neu,3
37,1864502517,Lonely Planet Thailand,pos,6
38,1935159100,Find Big Al! - University of Alabama,pos,1
39,1983049581,Silver Super Lustrous Butterfly Bracelet Homemade Style,neu,1
40,2049768915,Party Gift White Color Silicone Band Calendar Digital Boys Girls Sport LCD Wrist Watch,neu,1
41,2200483236,Fashion Leather &amp; Canvas Carrying Shoulder Tote Bag Crossbody Messenger (Navy Blue),pos,1
42,2258798612,Vintage Durable Canvas Briefcase School Crossbody Messenger Book Bag (Green),pos,1
43,2394869135,Retro Style Bronze Skleton Train Arabic Numerals Men Pocket Watch+Chain+Gift Box,pos,1
44,2485907463,Trendy Round Dial Roman Numerals Leather Brown Band Office Lady Casual Cuff Watch,pos,1
45,3293015344,Blessed by Pope Benedetto XVI Wood Religious Bracelet with Black and White pictures Wood,pos,2
46,3924862206,"Kukishinden Ry&ucirc; (Bujinkan Bud&ocirc; Densho, Volume 1)",neu,1
47,3924862206,"Kukishinden Ry&ucirc; (Bujinkan Bud&ocirc; Densho, Volume 1)",pos,3
48,3999837810,Fuente Deluxe Aniline Leather Pants black for Men,pos,2
49,3987538945,New Titanium Black Stainless Steel Automatic Skeleton Mechanical Men Sport Watch,neu,1
50,3987538945,New Titanium Black Stainless Steel Automatic Skeleton Mechanical Men Sport Watch,pos,1
51,3999847743,Bockle&reg; New York Leatherjeans Men Pants Leather Jeans New,pos,1
52,3999838167,Fuente Lion Brown Leather Pants trousers Germany,pos,1
53,4759817492,NEW Classic Simple Black Metal Case White Hand Roman Numerals Mens Pocket Watch,pos,1
54,4911850813,Casio Sea Pathfinder Black SPF-60-1AV,pos,2
55,4911850813,Casio Sea Pathfinder Black SPF-60-1AV,neg,4
56,4971850788,Casio Solar Powered Titanium Triple Sensor Pro Trek PRG60T-7AV,neg,1
57,4971850788,Casio Solar Powered Titanium Triple Sensor Pro Trek PRG60T-7AV,pos,5
58,4971850813,Newest Casio PRG-70T Titanium Triple Sensor Solar Pathfinder Yacht Timer Duplex LCD display Watch,neu,1
59,4971850813,Newest Casio PRG-70T Titanium Triple Sensor Solar Pathfinder Yacht Timer Duplex LCD display Watch,pos,1
60,500000003X,FACTORY 2ND - Sanita Professional in Black Cabrio Leather (EU 37),pos,3
61,5000000048,FACTORY 2ND - Sanita Professional in Black Cabrio Leather (EU 38),neu,1
62,5103277875,Necklace - Shield Of Faith (Cross) w/24&quot; Chain (Uncarded),pos,1
63,5555014368,Top Gear Official Merchandise - Captain Slow T-Shirt,pos,1
64,5555012322,Top Gear Official Merchandise - Stig Black,neu,6
65,5555012322,Top Gear Official Merchandise - Stig Black,pos,28
66,555501239X,Top Gear Official Merchandise - Stig Navy,pos,2
67,555501239X,Top Gear Official Merchandise - Stig Navy,neu,3
68,5555015038,Top Gear Official Merchandise - NOT the Stig,neu,1
69,5555015038,Top Gear Official Merchandise - NOT the Stig,pos,1
70,5555015119,Top Gear Official Merchandise - Sub Zero,pos,2
71,6040384441,Authentic Unpolished Baltic Amber Teething Necklace,pos,1
72,6040384441,Authentic Unpolished Baltic Amber Teething Necklace,neu,2
73,6042496778,"Hot Sales Mens Jeans Premium Stylish Trouser Pants All Sizes (Dark Blue, 36WX32L)",pos,1
74,6041616796,Muay Thai Kick Boxing T-shirt Thai Tattoo Twin Tigers (XL),pos,1
75,6175001273,The Lord of the Rings Necklace Pendant Amulet Brooch Gothic Elven Hot,pos,2
76,6181954635,Decorative Pharaohs Egyptian designed Jewelry Box (Digital Angel),pos,1
77,7211045639,WinWin Korean Fashion Leather Double Wrap Belt Bracelet White,neg,1
78,7211045639,WinWin Korean Fashion Leather Double Wrap Belt Bracelet White,neu,2
79,7211045639,WinWin Korean Fashion Leather Double Wrap Belt Bracelet White,pos,9
80,7482784861,Saint St Michael the Archangel Protector of Police and Military,pos,2
81,7482785205,Small Yet Convenient Dulce De Leche Fish Jute Zip Close Coin Purse Wallet,neu,1
82,7482785205,Small Yet Convenient Dulce De Leche Fish Jute Zip Close Coin Purse Wallet,pos,1
83,7482785221,Blessed By Pope Benedict XVI St Saint Theresa of the Little Flowers Holy Card and Flower Beads Rosary (Spanish),pos,3
84,7482782028,Blessed By Pope Benedict XVI Rose Scented Carved Rose Petal Rosary,pos,2
85,7501958645,Light Purple &amp; Pink kitty HAT cosplay ANIME goth agf,neu,1
86,7501958645,Light Purple &amp; Pink kitty HAT cosplay ANIME goth agf,pos,2
87,7549000212,Spongebob Squarepants Adult Size Cartoon Mascot Costume,neu,1
88,7549000212,Spongebob Squarepants Adult Size Cartoon Mascot Costume,pos,1
89,7549000212,Spongebob Squarepants Adult Size Cartoon Mascot Costume,neg,2
90,7801784235,High Quality! Very Vivid! Angry Birds Adult Size Cartoon Mascot Costume,pos,1
91,7842953562,Blessed By Pope Benedetto XVI Our Lady of Charity Medal- Caridad Del Cobre C3307,pos,2
92,7842955867,Blessed By Pope Benedetto XVI Padre Pio Rose Scented Bracelet &amp; Father St Saint Pio Prayer Card,neu,1
93,7842955867,Blessed By Pope Benedetto XVI Padre Pio Rose Scented Bracelet &amp; Father St Saint Pio Prayer Card,pos,1
94,7884975238,Brand new Tifa Final Fantasy VII HANDMADE Costume SIZE M,neu,1
95,7884975238,Brand new Tifa Final Fantasy VII HANDMADE Costume SIZE M,pos,3
96,8087049098,"Star Trek Quartz Wristwatch - Genuine Leather, Stainless Steel",pos,1
97,8181475135,A1 MAX - Anime Costume Party Cosplay Short Curly Wig Red,neg,1
98,8181475135,A1 MAX - Anime Costume Party Cosplay Short Curly Wig Red,neu,1
99,8181475135,A1 MAX - Anime Costume Party Cosplay Short Curly Wig Red,pos,7
100,8279996834,Blessed by Pope Benedetto Armed Forces Wallet Soldier of Christ Saint Christopher Medal Army Navy Air Force Marine,neu,1
101,8511000135,Genuine Azabache Against Evil Eye Azabache &amp; Coral Para Los Malos Ojos,neg,1
102,8742239338,St Barbara Gold Overlay Medal with Red Stone 1.5 Inches in Diameter.,pos,1
103,8742245095,Black Leather Smartphone Accordion Wallet Purse,pos,2
104,874224241X,Small Yet Convenient Light Pink Fish Jute Zip Close Coin Purse Wallet,pos,1
105,8742245001,Small Convenient Jute Ocean Blue Fish Zip Close Coin Purse,pos,1
106,8742239745,Ladies Trifold Faux Brown Leather Wallet with Black Trim and Rhinestone Cross,pos,1
107,8742245117,Hot Pink Canvas Studded Queen ID Check-Book Money Wallet,pos,2
108,8862938861,"Moleskine Luggage Tag, Black (3.75 x 2.25)",pos,2
109,8866138096,Moleskine Luggage Extra Small Shell,pos,1
110,8866138371,Moleskine Luggage Bag Organizer Laptop 13.5 Inch,neu,1
111,886613984X,Moleskine Tote Bag,neu,1
112,886613984X,Moleskine Tote Bag,pos,1
113,8921463216,Hello Kitty LALA Lovely Womens Summer Slippers Shoes Beach Pool Black US size 7,pos,1
114,8921463267,Hello Kitty LALA Lovely Womens Summer Slippers Shoes Beach Pool Pink US size 8,pos,1
115,8921463240,Hello Kitty LALA Lovely Womens Summer Slippers Shoes Beach Pool Pink US size 6,neg,1
116,8970469826,Spongebob Squarepants Backpack &amp; Lunch Bag Back to School Set,neu,1
117,8970469826,Spongebob Squarepants Backpack &amp; Lunch Bag Back to School Set,pos,1
118,8970463682,Sponge Bob School Backpack / Large Size / Folded Arm,pos,3
119,899634480X,Fila Boys No Show Mesh Ventilation Skele Toes Socks,neg,1
120,899634480X,Fila Boys No Show Mesh Ventilation Skele Toes Socks,neu,4
121,899634480X,Fila Boys No Show Mesh Ventilation Skele Toes Socks,pos,9
122,901248068X,OOZOO watch C5041 light brown Extra big size,neu,1
123,9033700018,Envirosax Graphic Series Retro Kitchen Pouch with 5 Reusable Bags,pos,1
124,9033700026,Envirosax Graphic Series Retro Graphic Pouch with 5 Reusable Bags,neu,1
125,9033700026,Envirosax Graphic Series Retro Graphic Pouch with 5 Reusable Bags,pos,2
126,9038900074,"Flip and Tumble 24-7 Ball Reusable Shopping Bag, Aqua/Sky",pos,1
127,9502738349,Blessed By Pope Benedict XVI St Francis and St Anthony Pocket Prayer Card with Gold Plated Metal Medal,pos,1
128,9502736966,Guardian Angel Sun Cut Crystal Stretch Bead Rosary Silver Plated with Rhinestone Highlights Blessed By Benedict XVI,pos,3
129,9502736508,Crystal Beads Archangel Angel Rosary Set with Two Tone Angel Centerpiece and Crucifix with Dangle Medal (Saint Raphael the Archangel),neu,1
130,9502736508,Crystal Beads Archangel Angel Rosary Set with Two Tone Angel Centerpiece and Crucifix with Dangle Medal (Saint Raphael the Archangel),pos,5
131,9533224029,Evil Eye Azabache and Coral with Eye Baby Pin About 1 Inch Long,pos,2
132,9533222980,Rainbow colored shell chip necklace Pride 18 long.,pos,1
133,9533224266,"Blessed by Pope Benedetto Scapular Saint Michael, Padre Pio, Divine Mercy, Madonna and Child, Perpetual Help, St Anthony Devotional Pendant",pos,1
134,9571353221,Anime Inu x Boku SS New Soushi Miketsukami Cosplay Costume Half Gloves Set,neu,1
135,9571353221,Anime Inu x Boku SS New Soushi Miketsukami Cosplay Costume Half Gloves Set,pos,1
136,957349230X,Sexy Crew Neck Leopard Mini Clubbing Dress Party Clubwear Top,neg,1
137,957349230X,Sexy Crew Neck Leopard Mini Clubbing Dress Party Clubwear Top,neu,2
138,957349230X,Sexy Crew Neck Leopard Mini Clubbing Dress Party Clubwear Top,pos,2
139,9620764617,Obey Snapback Black Snapback Hat,neg,1
140,9620764617,Obey Snapback Black Snapback Hat,neu,1
141,9620764617,Obey Snapback Black Snapback Hat,pos,2
142,9621434939,Party Women Short Straight Wig Black Bob Hair + Free Hair Cap,neu,1
143,9626781793,Vocaloid Hatsune Miku Black Rock Shooter BRS Shoulder Bag 7,pos,1
144,9626819502,Womens Lingerie Underwear Colorful C-String Thong Panty,neg,1
145,9626819502,Womens Lingerie Underwear Colorful C-String Thong Panty,neu,11
146,9626819502,Womens Lingerie Underwear Colorful C-String Thong Panty,pos,19
147,9629558424,Bra Strap Extenders 2X3 and 3X3 HOOK-White beige Black (3x3 Hooks / 12Pcs),neu,3
148,9629558424,Bra Strap Extenders 2X3 and 3X3 HOOK-White beige Black (3x3 Hooks / 12Pcs),pos,12
149,978979262X,RACER CORSET - SMALL,neu,1
150,9789806442,"Tommy Bahama Catalina Cruiser Jacket (Color: Black, Size XL)",pos,1
151,9789814607,Tommy Bahama Beachy Breezer Linen Shorts,pos,1
152,9789814259,"Tommy Bahama Fray Day Golf Polo Shirt (Color: Black, Size XL)",neg,1
153,9789814259,"Tommy Bahama Fray Day Golf Polo Shirt (Color: Black, Size XL)",neu,1
154,9789812442,"Tommy Bahama Gingko Tini Silk Camp Shirt (Color: Mockingbird, Size XXL)",neu,1
155,9789812442,"Tommy Bahama Gingko Tini Silk Camp Shirt (Color: Mockingbird, Size XXL)",pos,1
156,9789817924,"Tommy Bahama Kaftan Floral Silk Camp Shirt (Color: Continental, Size XXL)",pos,1
157,9789816723,"Tommy Bahama Palmgier Silk Camp Shirt (Color: Black, Size L)",neu,1
158,978980539X,"Tommy Bahama Rare Embroidered Puffin&amp;Bluffin Casino Marathon LasVegas Silk Camp Shirt (Color: Black, Size L)",pos,1
159,9789810474,"Tommy Bahama Here Comes Double Cargo Bermuda Golf Shorts (Color: Sahara, Size 36)",pos,1
160,9789841655,"Tommy Bahama Embroidered Port Authority Silk Camp Shirt (Color: Black, Size L)",pos,1
161,9789814232,"Tommy Bahama Embroidered Read It Roll It Hole It Silk Camp Shirt (Color: Black, Size XXL)",pos,1
162,978980685X,OFF THE SHOULDER DIAMOND NET MINI DRESS - BLACK - ONE SIZE,neu,1
163,9800531750,"Tommy Bahama I Dream of Batiki Short Sleeve Shirt (Color: Surf Blue, Size XL)",neu,1
164,9820303354,"Tommy Bahama Embroidered Legendary Lures Silk Camp Shirt (Color: Oceanaire Blue, Size XL)",neu,1
165,9822497415,"Tommy Bahama Bird is the New Black Silk Camp Shirt (Color: Black, Size M)",pos,1
166,9822502885,"Tommy Bahama Embroidered One Down, Two To Go Silk Camp Shirt (Color: Black, Size XL)",pos,1
167,9822490682,Tommy Bahama Linen Easy Camp Shirt,pos,1
168,9828384728,Tommy Bahama Rocker Canyon Leather Jacket,pos,1
169,9822494750,"Tommy Bahama Embroidered Chop Shop Silk Camp Shirt (Color: Coconut, Size L)",pos,1
170,9828384647,"Tommy Bahama Christmas Holiday Escape Silk Camp Shirt (Color: Black, Size XXL)",neu,1
171,9830030296,Tommy Bahama Gardens of Casablanca Silk Camp Shirt,pos,1
172,9828378779,"Tommy Bahama Paolo Plaid Silk Camp Shirt (Color: Black, Size L)",pos,1
173,9822504365,"Tommy Bahama Bungalow Hideaway Silk Camp Shirt (Color: Wheat, Size XXL)",pos,1
174,9830034321,Tommy Bahama Front Embroidered Path To Raj Silk Camp Shirt,pos,1
175,9830032035,Tommy Bahama Pablo Paisley Silk Camp Shirt,pos,1
176,9830033864,Tommy Bahama Ambeyonce Silk Camp Shirt,pos,1
177,982030332X,Tommy Bahama Pina Lanes Silk Blend Camp Shirt,pos,1
178,9830019934,Tommy Bahama Frontz Kafka Silk Camp Shirt,pos,1
179,9830031993,Tommy Bahama Linen Out Loud Linen Shorts,pos,1
180,9881716179,New Cute Sexy Korean School Girl Uniform Cosplay Costume 4 Size,neu,1
181,9881716179,New Cute Sexy Korean School Girl Uniform Cosplay Costume 4 Size,pos,2
182,9882105602,Sexy One Shoulder Elegant Draped Bead Stretchy Cocktail Mini Party Dress Club Wear,neg,1
183,9889832488,Vocaloid Hatsune Miku Messenger School Shoulder Bag 3 **Free Ship**,pos,2
184,9895503776,Shema Israel With Magen David Kabbalah Evil Eye Red Leather Cord Bracelet,pos,1
185,9895503792,GOLD MEZUZA STYLE Kabbalah Evil Eye Brown Leather Cord Bracelet,neu,1
186,9895516312,Umbrella Real Madrid Football Club Diameter 95 CM NEW,pos,1
187,9895517319,3 HOLE KIDS SKI MASK WINTER HAT BLACK KNITTED SAS BALACLAVA,neg,1
188,9895517319,3 HOLE KIDS SKI MASK WINTER HAT BLACK KNITTED SAS BALACLAVA,neu,2
189,9895517319,3 HOLE KIDS SKI MASK WINTER HAT BLACK KNITTED SAS BALACLAVA,pos,4
190,9895517890,EAR MUFFS BLACK SKI WINTER grip wraparound NEW,neg,1
191,9895517890,EAR MUFFS BLACK SKI WINTER grip wraparound NEW,pos,2
192,9991122052,Blessed By Pope Benedict XVI Black Wood Italian Bracelet with Large 3&frasl;4&quot; Panels Bracelet,pos,1
193,B000000IJZ,Green Spock Ears,neu,1
194,B000000YFH,Plays Mambo,neu,1
195,B000000YFH,Plays Mambo,pos,5
196,B00000452O,Music of the Hurdy-Gurdy,neu,1
197,B00000452O,Music of the Hurdy-Gurdy,pos,2
198,B00000755K,Girls Will Be Girls,neu,1
199,B00000755K,Girls Will Be Girls,pos,2
200,B00000DTG5,Plays the Music of Carla Bley,pos,1
201,B00001NFV8,Motocross Rider - Size: Child M(7-8),neg,1
202,B00001NFV8,Motocross Rider - Size: Child M(7-8),pos,1
203,B00001NFX5,Cuddly Cub Toddler Costume,neu,3
204,B00001NFX5,Cuddly Cub Toddler Costume,pos,12
205,B00001O36X,Austin Powers Adult Costume,pos,1
206,B00001OGXK,Deluxe Austin Powers Accessory Kit,pos,2
207,B00001OGXK,Deluxe Austin Powers Accessory Kit,neg,4
208,B00001OGXK,Deluxe Austin Powers Accessory Kit,neu,4
209,B00001O36V,Deluxe Austin Powers Costume,neg,4
210,B00001O36V,Deluxe Austin Powers Costume,neu,6
211,B00001O36V,Deluxe Austin Powers Costume,pos,10
212,B00001QHXY,Bill Clinton Mask,neg,1
213,B00001QHXY,Bill Clinton Mask,neu,3
214,B00001QHXY,Bill Clinton Mask,pos,11
215,B00001QHXX,Richard Nixon Mask,neg,1
216,B00001QHXX,Richard Nixon Mask,neu,11
217,B00001QHXX,Richard Nixon Mask,pos,21
218,B00001T38R,Star Wars: Boba Fett Mask,neu,2
219,B00001T38R,Star Wars: Boba Fett Mask,pos,6
220,B00001T38Y,Star Wars Stormtrooper Deluxe Adult Mask,neg,1
221,B00001T38Y,Star Wars Stormtrooper Deluxe Adult Mask,neu,9
222,B00001T38Y,Star Wars Stormtrooper Deluxe Adult Mask,pos,20
223,B00001TAOY,NINJA KNIVES (SAIS),neu,1
224,B00001TQ1S,Toynk Toys - I Dream Of Jeannie Hat w/Hair,neu,1
225,B00001TQ1S,Toynk Toys - I Dream Of Jeannie Hat w/Hair,pos,1
226,B00001U00V,Rubies Child Official Universal Studios Monsters- Dracula,neg,1
227,B00001U02K,Ninja Warrior Sword Halloween Costume Weapons,pos,2
228,B00001TQ34,Spider-Man Adult Halloween Costume,neg,1
229,B00001TQ34,Spider-Man Adult Halloween Costume,neu,3
230,B00001TQ34,Spider-Man Adult Halloween Costume,pos,5
231,B00001U01I,Rubies Black Death Robe Grim Reaper Adult Halloween Costume,neu,1
232,B00001TQ1X,Toto in the Basket,neg,2
233,B00001TQ1X,Toto in the Basket,pos,4
234,B00001TQ1X,Toto in the Basket,neu,5
235,B00001U00Y,I Dream Of Jeannie Adult Costume Adult,neu,2
236,B00001U00Y,I Dream Of Jeannie Adult Costume Adult,pos,4
237,B00001TPZJ,Star Wars: C3PO Child Costume - Large,pos,7
238,B00001TQ1U,I Dream Of Jeannie Bottle,neu,3
239,B00001TQ1U,I Dream Of Jeannie Bottle,pos,3
240,B00001U07B,Adult Priest Plus Size Costume - Adult Full,neu,1
241,B00001U07B,Adult Priest Plus Size Costume - Adult Full,pos,4
242,B00001U07M,Wicked Witch Adult Costume,neu,1
243,B00001U07M,Wicked Witch Adult Costume,pos,2
244,B00001TZZN,Adult Cruella DeVil Costume,neu,1
245,B00001TZZN,Adult Cruella DeVil Costume,pos,6
246,B00001U07U,Wizard Of Oz Dorothy Costume,neg,4
247,B00001U07U,Wizard Of Oz Dorothy Costume,neu,7
248,B00001U07U,Wizard Of Oz Dorothy Costume,pos,18
249,B00001WRHJ,Toy Story 2: Woody Deluxe Costume - Variation Parent,neg,6
250,B00001WRHJ,Toy Story 2: Woody Deluxe Costume - Variation Parent,neu,10
251,B00001WRHJ,Toy Story 2: Woody Deluxe Costume - Variation Parent,pos,67
252,B000022528,Occidental Leather 5605L Green Lights Leather 6 Bag Set (L),pos,2
253,B00002251L,Occidental Leather 5009 Leather Work Suspenders,neu,5
254,B00002251L,Occidental Leather 5009 Leather Work Suspenders,pos,8
255,B000024QZJ,Au Club St Germain 1958,pos,1
256,B000026D6I,Creative Labs Nomad Jukebox (Blue),neu,7
257,B000026D6I,Creative Labs Nomad Jukebox (Blue),neg,11
258,B000026D6I,Creative Labs Nomad Jukebox (Blue),pos,66
259,B00002N5QQ,McGuire-Nicholas C14 Five Pocket Waist Apron,pos,1
260,B00002N5QQ,McGuire-Nicholas C14 Five Pocket Waist Apron,neu,2
261,B00002N7X0,McGuire Nicholas C9 4 Pocket Utility Bib Apron in Natural Cotton,neg,1
262,B00002N7X0,McGuire Nicholas C9 4 Pocket Utility Bib Apron in Natural Cotton,neu,2
263,B00002N7X0,McGuire Nicholas C9 4 Pocket Utility Bib Apron in Natural Cotton,pos,3
264,B000034DKV,Kids Red Ant Hat,neg,1
265,B000034DKV,Kids Red Ant Hat,neu,2
266,B000034DKV,Kids Red Ant Hat,pos,6
267,B000034DLC,Kids King Crown Hat,pos,9
268,B000034DLG,Elope - Grasshopper Child Hat,pos,9
269,B00004SR9N,Lewis N. Clark  Replacement Luggage Shoulder Strap Bag,neg,1
270,B00004SR9N,Lewis N. Clark  Replacement Luggage Shoulder Strap Bag,neu,9
271,B00004SR9N,Lewis N. Clark  Replacement Luggage Shoulder Strap Bag,pos,14
272,B00004SR9S,Lewis N. Clark  Lightweight Travel Garment Bag,neu,3
273,B00004SR9T,Lewis N. Clark  Ergonomic Luggage Shoulder Strap Bag,pos,1
274,B00004SR9T,Lewis N. Clark  Ergonomic Luggage Shoulder Strap Bag,neu,2
275,B00004SR8Z,Lewis N. Clark Deluxe Neck Stash,neg,19
276,B00004SR8Z,Lewis N. Clark Deluxe Neck Stash,neu,84
277,B00004SR8Z,Lewis N. Clark Deluxe Neck Stash,pos,192
278,B00004SR8X,Lewis N. Clark TravelDry Waist Stash,neu,2
279,B00004SR8X,Lewis N. Clark TravelDry Waist Stash,pos,2
280,B00004SR94,"Lewis N. Clark Dry Stash, Red",neu,1
281,B00004SR94,"Lewis N. Clark Dry Stash, Red",pos,1
282,B00004SRB3,"Lewis N. Clark Motion Relief Wristbands, Grey",neg,2
283,B00004SRB3,"Lewis N. Clark Motion Relief Wristbands, Grey",neu,8
284,B00004SRB3,"Lewis N. Clark Motion Relief Wristbands, Grey",pos,16
285,B00004SRA8,Lewis N. Clark Original Neckrest Inflatable Pillow,neg,3
286,B00004SRA8,Lewis N. Clark Original Neckrest Inflatable Pillow,neu,4
287,B00004SRA8,Lewis N. Clark Original Neckrest Inflatable Pillow,pos,8
288,B00004SR9P,Lewis N. Clark Add-A-Bag Luggage Strap,neg,11
289,B00004SR9P,Lewis N. Clark Add-A-Bag Luggage Strap,neu,27
290,B00004SR9P,Lewis N. Clark Add-A-Bag Luggage Strap,pos,44
291,B00004SR8Y,Lewis N. Clark Deluxe Waist Stash,neg,2
292,B00004SR8Y,Lewis N. Clark Deluxe Waist Stash,neu,10
293,B00004SR8Y,Lewis N. Clark Deluxe Waist Stash,pos,27
294,B00004SRAJ,"Lewis N. Clark Clothes Line With Suction Cups and Clips, Black",neu,7
295,B00004SRAJ,"Lewis N. Clark Clothes Line With Suction Cups and Clips, Black",pos,16
296,B00004SR8W,Lewis N. Clark Neck Stash,neg,6
297,B00004SR8W,Lewis N. Clark Neck Stash,neu,26
298,B00004SR8W,Lewis N. Clark Neck Stash,pos,62
299,B00004SRAB,Lewis N Clark 455 Inflatable Backrest,neg,1
300,B00004SRAB,Lewis N Clark 455 Inflatable Backrest,neu,1
301,B00004SRAB,Lewis N Clark 455 Inflatable Backrest,pos,1
302,B00004TVLT,"Paper Magic Group Spooky Home Decor, Rotating Light, Spooky Shadows",neg,1
303,B00004TVLT,"Paper Magic Group Spooky Home Decor, Rotating Light, Spooky Shadows",pos,3
304,B00004U0FB,Just Pretend: Detective,pos,1
305,B00004U1KZ,Bride of Darkness Adult Costume Fits Up to Size 9,pos,1
306,B00004U1J2,Buzz Lightyear Jet Pack,neg,18
307,B00004U1J2,Buzz Lightyear Jet Pack,neu,49
308,B00004U1J2,Buzz Lightyear Jet Pack,pos,162
309,B00004U1KF,Plus Size Medusa Costume,neu,2
310,B00004U1KF,Plus Size Medusa Costume,pos,7
311,B00004U1NW,Disguise Marvel Spiderman And Friends Spiderman Costume,neu,4
312,B00004U1NW,Disguise Marvel Spiderman And Friends Spiderman Costume,pos,9
313,B00004U1LF,Disguise The Simpsons Homer Adult Vinyl Oversized Mask Costume Accessory,neu,2
314,B00004U1LF,Disguise The Simpsons Homer Adult Vinyl Oversized Mask Costume Accessory,pos,4
315,B00004U34L,Elope Boys Knight Child Helmet,neu,3
316,B00004U34L,Elope Boys Knight Child Helmet,pos,12
317,B00004U3LE,Wizard Of Oz Glinda Costume,neg,1
318,B00004U3LE,Wizard Of Oz Glinda Costume,pos,4
319,B00004U3LE,Wizard Of Oz Glinda Costume,neu,7
320,B00004U3LC,Sexy Catwoman Costume,neg,1
321,B00004U3LC,Sexy Catwoman Costume,pos,1
322,B00004U3LH,Tin Man Teen Costume,neg,4
323,B00004U3LH,Tin Man Teen Costume,pos,6
324,B00004U3LH,Tin Man Teen Costume,neu,9
325,B00004U3KI,"Spirit Er Female Doctor Womens Costume, Green, Standard",pos,1
326,B00004U3KI,"Spirit Er Female Doctor Womens Costume, Green, Standard",neu,2
327,B00004U3LG,The Wizard of Oz Cowardly Lion Adult Costume,neg,1
328,B00004U3LG,The Wizard of Oz Cowardly Lion Adult Costume,neu,2
329,B00004U3LG,The Wizard of Oz Cowardly Lion Adult Costume,pos,2
330,B00004U3M4,Adult Robin Costume Deluxe - Small,neg,1
331,B00004U3M4,Adult Robin Costume Deluxe - Small,neu,5
332,B00004U3M4,Adult Robin Costume Deluxe - Small,pos,10
333,B00004W1TN,Antheil Plays Antheil,pos,3
334,B00004YV1S,"NFL Oakland Raiders Youth Team Uniform Set, Medium",pos,1
335,B0000501DU,Power Sword and Fazer Set,pos,1
336,B00004ZYD0,New Balance 8505 Running Shoes Mens 18EE,neg,1
337,B00004ZYD0,New Balance 8505 Running Shoes Mens 18EE,neu,2
