,Asin,Title,Sentiment_Score,Count
149,B0000B35G6,Duragold 14k White Gold Hoop Earrings (0.85&quot; Diameter),pos,31
150,B0002ILRZW,Rubies Harry PotterKit,pos,31
151,B0001ZUVAI,Swatch LB153 something new white dial black plastic strap women watch NEW,pos,30
152,B00024WAPW,Voguestrap TX16G14 Allstrap 16mm Black Regular-Length Fits Casio G-Shock and Tri-Graph Watchband,pos,30
153,B0002PT266,Hey Viv! Poodle Skirt Crinoline - Adult Sz,pos,30
154,B0002A6US4,Classic Retro Washed Paratrooper Canvas Shoulder Bag - Unisex,pos,30
155,B00023K7SK,"Sterling Silver Celtic Knot Puzzle Band Ring(Sizes 5,6,7,8,9,10)",pos,30
156,B0000DYNJ3,Akona Duffel Gear Bags,pos,29
157,B0001DYW9G,Two Tone Thi Hi W Backseam Costume,pos,29
158,B00023S8IQ,Custom LeatherCraft 110 RED Heavy Duty Work Suspenders,pos,29
159,B0001VRXGW,SHEMAGH TRADITIONAL DESERT HEADDRESS,pos,29
160,B00029BMDI,Under Armour Cold Gear Mock Turtleneck,pos,29
161,B0002NYPYW,Youth 7.8 oz. ComfortBlend&reg; EcoSmart&reg; 50/50 Fleece Crew,pos,29
162,B0001KOBJ0,"10K White Gold, Diamond Heart Pendant, 1/20 ctw.",pos,29
163,B0000C07XF,ASICS Gear Duffel Bag,pos,29
164,B0001XLP9Q,Black Military Straight Shirt Stays 4 Pack,pos,29
165,B0002MSA4O,American Made Apparel Premium Fitted T-Shirt - A - Heather Grey Stripe 20010 M,pos,28
166,B0002CRIAQ,Travel Accessories Samsonite Leather Passport Case Black,pos,28
167,5555012322,Top Gear Official Merchandise - Stig Black,pos,28
168,B000237CLU,Camouflage T-Shirts,pos,28
169,B0002FHI4E,Champion Mens Reverse Weave&frac12; Crew Neck Sweatshirt -1PK,pos,28
170,B0001BUK9O,Maternity Support in Nude: S-M,pos,27
171,B00023DCRS,Jobst For Men Firm Support Over-the-Calf Dress Socks,pos,27
172,B00004SR8Y,Lewis N. Clark Deluxe Waist Stash,pos,27
173,B00025X1LS,Magic Stretch Gloves for Children 3-6 Years,pos,27
174,B000140BMW,Bosca Old Leather Magnetic Money Clip,pos,27
175,B0000E1VS3,Earring Holder-Clear Acrylic-Holds 37 Pairs! (Clear) (10&quot;W x 3 7/8&quot;D x 4 1/2&quot;H),pos,27
176,B00024WBTW,Voguestrap TX41718BN Allstrap 18mm Brown Regular-Length Distressed Leather Watchband,pos,26
177,B0002E47IA,Sterling Silver Paper Clip Money Clip 2 3/8 x 5/8 inch,pos,26
178,B0002NZ1S6,Port &amp; Company Youth Cotton T-Shirt,pos,25
179,B0002QVGAA,G.I. Extreme Cold Weather Polypropylene Bottoms,pos,25
180,B0000TW2AC,Sheer Thigh High Nylon Stocking,pos,25
181,B0000C11OK,Meltonian Boot Cream Polish,pos,25
182,B00023K4YC,Sterling Silver Celtic Knot Red Garnet Hook Earrings,pos,25
183,B0000AOEA4,Inflatable Sumo Costume with Battery Operated Fan,pos,25
184,B0002JUEKU,Parrot Hawaiian Shirt,pos,25
185,B0002DG7ZM,50321 S Aqua Miss Elaine Long Flutter Sleeve Gown,pos,25
186,B00024WASE,Voguestrap TX1852 Allstrap 18mm Black Regular-Length Fits Casio and Other Sport Watchband,pos,25
187,B00025FROW,"Midweight Solid-Color Tube-sock, ADULT size in 21 colors",pos,25
188,B0002CSBH0,Metal Zydeco Tie,pos,25
189,B0000864CZ,Braza Petal Tops,pos,24
190,B0000B35D5,Duragold 14k Yellow Gold Round Hoop Earrings,pos,24
191,B000291G3E,Floto Luggage Venezia Briefcase,pos,24
192,B0002M9DQS,Stabilicers Sport Lightweight Serious Traction Cleat,pos,24
193,B0000B3DUK,TYR Goggles Case,pos,24
194,B0002L01YC,Rago Shapewear High Waist Pantie Girdle Style 6101,pos,23
195,B0000CDLOS,Dosh Magic Wallet,pos,23
196,B00006I5U9,"Samsonite Oyster 29&quot; Cartwheel, Black",pos,23
197,B00007JTZ7,Ear-Grips Ear Warmers [Apparel],pos,23
198,B0001GOPZ4,Kendal Large Digital Ultrasonic Cleaner for Jewelry Watch DVD with 750ml tank 3818,pos,23
199,B0000C0SCY,Voguestrap TX1951 Allstrap 19mm Black Regular-Length Fits Casio and Other Sport Watchband,pos,22
200,B00012K3N6,Instant Sunglasses Large Size Grey,pos,22
201,B0001NLP78,Kipling Ridge Backpack,pos,22
202,B00007FPNN,PalmBeach Jewelry 2.20 TCW Pear Cut Blue Genuine Topaz Sterling Silver Drop Earrings,pos,22
203,B0002RIHSS,Adjustable Captain Hats-White W39S25C,pos,22
204,B0001YRMW4,Dickies Mens 13 Inch Loose Fit Cargo Short,pos,22
205,B0002RBM6W,Clear Rain Coat with Hood,pos,22
206,B0000AWM30,Kakadu Crushable Leather Hat,pos,22
207,B00008673Z,Fancee Free Extra Support Nursing Bra,pos,22
208,B00006CFCX,Adult Maleficent Costume,pos,22
209,B0002MFU3I,Hanes Crewneck Boys T-shirt 3 Pack - 2138,pos,22
210,B00029P57C,Woodlore Ultra Shoe Tree,pos,21
211,B00024ALOO,Bella Ballerina Home Ballet Studio,pos,21
212,B0002JTUVE,Tri-Color Desert Camo Vintage Paratrooper Fatigues,pos,21
213,B00001QHXX,Richard Nixon Mask,pos,21
214,B0000B35GD,"Duragold 14k White Gold Hoop Earrings, (1.18&quot; Diameter)",pos,21
215,B0000AKON2,"Futuro. Anti-Embolism Stockings, Medium Regular, White, Knee Length, Closed Toe, 1 Pair",pos,20
216,B00023K3V6,"Sterling Silver Celtic Claddagh Puzzle Band Ring(Sizes 6,7,8,9,10,11,12)",pos,20
217,B00023JV6Y,"Sterling Silver Antiqued Style Ornate Spoon Ring(Sizes 6,7,8,9)",pos,20
218,B00024EK0U,U.W.Bra Open-Cup,pos,20
219,B00009OXD7,Minnie Mouse Classic - Size: Child M(7-8),pos,20
220,B00023JRTK,Reversible Spinning Om Yin Yang Sterling Silver Pendant,pos,20
221,B00001T38Y,Star Wars Stormtrooper Deluxe Adult Mask,pos,20
222,B00023GGZI,Mobile Edge Premium Tote Bag,pos,20
223,B0001GZ9YK,"Flat Shoe Laces 45 inch, 54 inch, 63 inch",pos,20
224,B00023DCLY,"Jobst for Men Moderate Support Over-the-Calf Dress Socks Black, Large",pos,20
225,B0001NLSFW,Kipling New Money Deluxe Wallet,pos,20
226,B00023JOCA,Solid Sterling Silver Filigree Celtic Knot Earrings,pos,20
227,B0000CDVVA,"Sterling Silver Byzantine Bracelet, 8&quot;",pos,19
228,B00007FCI7,"Eagle Creek Travel Gear Neck Pouch,Tan",pos,19
229,B0001XVN8Y,"Hungry Hip Scarves, Economy Midnight Black w/ Silver Coins",pos,19
230,B0001YRVWK,DICKIES 30&quot;ZIPPER POCKET BIBS,pos,19
231,B00015GEFE,AmeriLeather World Class Leather Executive Brief,pos,19
232,B0002RDYMC,Timberland Euro Hiker Boot (Toddler/Little Kid/Big Kid),pos,19
233,B00023JYAC,2mm Sterling Silver 30&quot; Bead or Ball Chain Necklace,pos,19
234,B00023K8F2,Celtic Knot Heart Sterling Silver Hook Earrings,pos,19
235,B00023JPMO,2mm Sterling Silver 22&quot; Diamond-Cut Rope Chain Necklace,pos,19
236,9626819502,Womens Lingerie Underwear Colorful C-String Thong Panty,pos,19
237,B0002321RK,QT Strapless Convertible Bustier Bra (1100),pos,19
238,B00023K9SS,Celtic Knot Claddagh Perfume Vial - Poison Jar - Urn Pendulum Pendant w/ 18&quot; Necklace - Sterling Silver,pos,19
239,B0000C3ELM,"Dockers&reg; Flat-front, No Wrinkle Twill Pants KHAKI 36W x 36L",pos,18
240,B000099Q4V,Bosca Old Leather Deluxe Front Pocket Wallet,pos,18
241,B00024WASO,Voguestrap TX18G1 Allstrap 18mm Black Regular-Length Fits Casio G-Shock Watchband,pos,18
242,B0002VAN2W,Military Urban Street Caps,pos,18
243,B0000AZ0ZR,14k Yellow Gold 6mm Round-Shaped Peridot Stud Earrings,pos,18
244,B0000C6AZ2,Kipling Hiker Expandable Backpack,pos,18
245,B00001U07U,Wizard Of Oz Dorothy Costume,pos,18
246,B00023JMZ4,2mm Sterling Silver 18&quot; Diamond-Cut Rope Chain Necklace,pos,18
247,B0000C31G1,Durabelt Big &amp; Tall Leather Belt,pos,18
248,B00023K3EI,Diamond-Cut 3mm Wide Sterling Silver 24&quot; Figaro Chain Necklace Italian Made,pos,18
249,B0000867ON,Berkshire All Day Sheer Thigh High - Queen Sizes 1590,pos,18
250,B0001F32UO,Baggallini Luggage Large Zipout Shopping Bag,pos,18
251,B0001LU1GQ,Stylish M - Series Sunglasses - Style 9001,pos,18
252,B0002LI9ZU,Mundi&reg; Change Purse,pos,18
253,B00022JRGE,Unisex Metro Fleece Pullover SAGE 3XL,pos,17
254,B00025ODOC,Earspiral TM Earrings 301SGF 14K Gold-filled,pos,17
255,B00023K8Z2,Horses Sterling Silver Running HORSE Pony Charm Pendant,pos,17
256,B00015GEEU,AmeriLeather Leather Three-suit Garment Bag,pos,17
257,B0000DZUZ1,"Kiwi Camp Dry Performance Fabric Protector, 10.5 oz",pos,17
258,B000200JQI,Women&#65533;s Featherweight Jacket ORANGE 5XL,pos,17
259,B0000865SC,Shadowline Stretch Lace Strap Full Slip,pos,17
260,B00008IPCG,Berkshire Shimmers Opaque Control Top Tights,pos,17
261,B00023K85C,Sterling Silver Filigree Dangle Puffed Teardrop Earrings,pos,17
262,B0001Y8ZHA,Converse Chuck Taylor All Star High Top Sneaker Womens Silver 542438C,pos,17
263,B0000UTAM4,Wigwam Ultimax Triathlete Sock 3pk,pos,17
264,B00029R5IE,Voguestrap TX046801 Allstrap 16-20mm Brown Adjustable-Length Fits Fast-Wrap Expedition Watchband,pos,17
265,B0002QVLIC,Extreme Cold Weather Polypropylene Crew Neck Top,pos,17
266,B0002QYNDC,Small World Express Tune in Violin,pos,17
267,B0000ZCAG2,Champion Jogbra Action-Shape Sports Bra Womens - Black 36/38 D/DD Bra Size,pos,17
268,B00023K0LO,Diamond-Cut 3mm Wide Sterling Silver 20&quot; Figaro Chain Necklace Italian Made,pos,17
269,B0000AWHAA,China Silk Black Balaclava,pos,16
270,B00023JSBW,Large Sterling Silver Celtic Knot Hook Dangle Earrings,pos,16
271,B00024REYE,Rainkist Umbrellas Bubble,pos,16
272,B0000867GG,Berkshire Kicks Silky Sheer Stockings - Sandalfoot 1550,pos,16
273,B0002SNPDO,Solar Safari Cool Hat,pos,16
274,B0002V9JAO,Rothco New Grey ARMY T-Shirt,pos,16
275,B00004SRAJ,"Lewis N. Clark Clothes Line With Suction Cups and Clips, Black",pos,16
276,B0000535SI,"Huggies Natural Care Baby Wipes, Unscented - 16 ea",pos,16
277,B0000865HP,Vanity Fair Underglows Pettileg - 12-778,pos,16
278,B0002FHGDW,Authentic Pigment 11 oz. Pigment-Dyed Fleece Crew - POPPY - S 11 oz.,pos,16
279,B0000BYA16,"Sterling Silver Cable Link Necklace w/ Heart Tag, 16.5&quot;",pos,16
280,B00022F4K2,"Sterling Silver Photo Ball Locket For Six Pictures, 9/16 inch",pos,16
281,B0002V9KE4,Black Mock Turtleneck Shirt,pos,16
282,B00004SRB3,"Lewis N. Clark Motion Relief Wristbands, Grey",pos,16
283,B00009MFA6,Jack Skellington Adult Halloween Costume,pos,16
284,B00007FFL9,PalmBeach Jewelry Open Weave Decorative Band in 14k Gold-Plated,pos,15
285,B00026LH4K,Rothco Ultra Force MA-1 Flight Jacket,pos,15
286,B0002C6MZS,Disney Princess: Deluxe Tinkerbell Dress Up Costume - Fits Up to Size 6X,pos,15
287,B0002TA1W6,Medium Sterling Silver Endless 2&quot; Hoop Earrings - 50mm Hoops,pos,15
288,B0002IBKJ0,Sterling Silver and Crystal Heart Earrings by Paris Hilton,pos,15
289,B00023K08C,Saint Bridget St. Brigid Cross Sterling Silver Pendant,pos,15
290,B0002IBKR2,"Sterling Silver and Crystal Heart Pendant on Satin Cord, 16&quot; by Paris Hilton",pos,15
291,B00007DNKW,Gerber Brand 3 Pack White Pullon Short Sleeve Shirt,pos,15
292,B00024WB4C,New Ironman Rubber Band,pos,15
293,B0000U3Y9E,"Diamonds And Pearls Jewelry Cleaner - This image taken after filtered water was added to a fresh Diamonds and Pearls Concentrate Packet of non-toxic, all-natural cleaning ingredients. These carefully selected ingredients are plant-derived, all-natural, totally green and safe for all jewelry. Just add another packet of concentrate and more filtered water when you need more jewelry cleaner.",pos,15
294,B0002VG2U4,Betula Licensed by Birkenstock Black Suede Clog Size: 41,pos,15
295,B0000DC81B,"Traveler Lower Crown Fedora Packable Hats (OLIVE, X-LARGE)",pos,15
296,B0000AX6DH,Replacement Brushes for Scrushers,pos,15
297,B0001N6C6M,Western Pack Pony Series 15&quot; Mini Duffel Bag (Black),pos,15
298,B0001YR5JE,"Dickies Mens Short Sleeve Blended Polo Shirt, Black, Large",pos,15
299,B0001EMLI4,AmeriLeather Casual Leather Tote,pos,15
300,B00020J1L2,Timex Triathlon Digital Heart Rate Monitor Watch,pos,15
301,B00020J0ZO,Timex Unisex T40131 Metal Field Expedition Classic Analog Watch,pos,15
302,B0000E3BT9,I-TOP CLASSIC,pos,15
303,B0002UE3EC,"Bra Extender - Black, 4 Hook (3&quot;) - A100",pos,14
304,B0002E47K8,"Sterling Silver Huggie Earrings U-Shape Flawless Finish, 7/16 inch",pos,14
305,B0002UD3VQ,Dickies Boys 8-20 Pleated-Front Uniform Short,pos,14
306,B0002KBQKG,Childs Sterling Silver 14&quot; Inch Box Link Chain Necklace,pos,14
307,B0000867QZ,Cortland Back Support Bra,pos,14
308,B0000866JI,Rago Pull On Open Girdle,pos,14
309,B0002KROFW,Full Cut Rain Coat,pos,14
310,B0002QXNB0,Earspiral Earrings 301SSS Sterling Silver,pos,14
311,B00013AVFU,The North Face Jester Backpack,pos,14
312,B0001NLTHE,Kipling Sugar Small Handbag,pos,14
313,B0002FQCBE,Black Onyx Widow Sterling Silver Spider Pendant Charm,pos,14
314,B00023DSHW,AmeriLeather APC Leather Cross Body Sling Bag,pos,14
315,B00022RYDM,Russ Athl Perf Crew Sock - M 12 Pr/Pk,pos,14
316,B00022RGTY,Sterling Silver Multicolor Amber Medium Size Teardrop Ring All Size,pos,14
317,B0000B35CU,"14k Yellow Gold and Sterling Silver 4mm French Rope Necklace, 18&quot;",pos,14
318,B00020C1HI,Rothco Genuine USN Wool Watch Cap,pos,14
319,B00025X21C,Magic Stretch Gloves for Adults,pos,14
320,B00009IM4P,Aeromax Flight Suit,pos,14
321,B00004SR9N,Lewis N. Clark  Replacement Luggage Shoulder Strap Bag,pos,14
322,B00021LLU0,Green Bay Packers Foam Cheese Earrings,pos,14
323,B0000B35CH,14k White Gold Perfect Fit Earrings,pos,14
324,B0000TIJ6I,Timex Midsize T48013 Expedition Outdoor Performance Chrono Alarm Timer Watch,pos,13
325,B0000V348E,"Union Suit Red, RED, XL",pos,13
326,B0000TSILY,DryGuy Circulator Footwear Dryer Warmer,pos,13
327,B00014861K,Fantasie Helena Underwire Balcony Bra,pos,13
328,B0002LIPSQ,Heather Feathertouch Pull-On Pant,pos,13
329,B0001X2XCE,INFANT Too Cute To Spook Vampire Costume (Shoes not included),pos,13
330,B00024BM6A,Camouflage T-shirt for Kids,pos,13
331,B0000864RQ,Individual Bra Extenders,pos,13
